question_index,image_index,question_id,question_string,answer,figure_type,question_type
368,12050,3,Is Gray greater than Light Seafoam?,0,hbar_categorical,categorical_greater_than
369,12050,3,Is Light Seafoam greater than Gray?,1,hbar_categorical,categorical_greater_than
370,12050,4,Is Light Seafoam the low median?,0,hbar_categorical,categorical_low_median
371,29,3,Is Rosy Brown greater than Indigo?,1,pie,categorical_greater_than
372,29,5,Is Dark Olive the high median?,1,pie,categorical_high_median
373,29,2,Is Indigo less than Rosy Brown?,1,pie,categorical_less_than
374,29,0,Is Rosy Brown the minimum?,0,pie,categorical_minimum
375,29,2,Is Rosy Brown less than Indigo?,0,pie,categorical_less_than
376,12032,0,Is Tomato the minimum?,0,hbar_categorical,categorical_minimum
377,12032,0,Is Midnight Blue the minimum?,1,hbar_categorical,categorical_minimum
378,49,7,Does Dodger Blue have the maximum area under the curve?,1,line,continuous_maximum_auc
379,49,11,Does Light Sky Blue have the highest value?,0,line,continuous_global_maximum
380,49,10,Does Dodger Blue have the lowest value?,0,line,continuous_global_minimum
381,49,8,Is Light Sky Blue the smoothest?,0,line,continuous_smoothest
382,49,9,Is Light Sky Blue the roughest?,0,line,continuous_roughest
383,12046,6,Does Dark Orange have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
384,12046,7,Does Green Yellow have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
385,12046,12,Is Dark Blue less than Dark Orange?,0,dot_line,continuous_less_than
386,12046,7,Does Dark Orange have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
387,12046,9,Is Green Yellow the roughest?,0,dot_line,continuous_roughest
388,8026,9,Is Indian Red the roughest?,1,line,continuous_roughest
389,8026,12,Is Indian Red less than Dodger Blue?,0,line,continuous_less_than
390,8026,11,Does Indian Red have the highest value?,1,line,continuous_global_maximum
391,8026,8,Is Dodger Blue the smoothest?,1,line,continuous_smoothest
392,8026,13,Is Indian Red greater than Dodger Blue?,0,line,continuous_greater_than
393,26,2,Is Light Slate less than Light Green?,1,hbar_categorical,categorical_less_than
394,26,1,Is Light Green the maximum?,0,hbar_categorical,categorical_maximum
395,4051,5,Is Green the high median?,0,vbar_categorical,categorical_high_median
396,4051,5,Is Sandy Brown the high median?,1,vbar_categorical,categorical_high_median
397,4051,3,Is Dim Gray greater than Navy Blue?,1,vbar_categorical,categorical_greater_than
398,4051,1,Is Dim Gray the maximum?,0,vbar_categorical,categorical_maximum
399,4051,1,Is Dark Violet the maximum?,1,vbar_categorical,categorical_maximum
400,12048,5,Is Rebecca Purple the high median?,0,pie,categorical_high_median
401,12048,2,Is Rebecca Purple less than Sandy Brown?,1,pie,categorical_less_than
402,12048,3,Is Sandy Brown greater than Rebecca Purple?,1,pie,categorical_greater_than
403,12048,1,Is Burlywood the maximum?,1,pie,categorical_maximum
404,12048,4,Is Sandy Brown the low median?,0,pie,categorical_low_median
405,7,5,Is Dark Slate the high median?,0,vbar_categorical,categorical_high_median
406,7,4,Is Olive Drab the low median?,1,vbar_categorical,categorical_low_median
407,4042,8,Is Sky Blue the smoothest?,1,line,continuous_smoothest
408,4042,11,Does Light Sky Blue have the highest value?,0,line,continuous_global_maximum
409,4042,14,Does Light Sky Blue intersect Sky Blue?,0,line,continuous_intersect
410,4042,13,Is Sky Blue greater than Mint?,1,line,continuous_greater_than
411,4042,9,Is Sky Blue the roughest?,0,line,continuous_roughest
412,34,0,Is Dark Gold the minimum?,0,hbar_categorical,categorical_minimum
413,34,0,Is Orchid the minimum?,1,hbar_categorical,categorical_minimum
414,34,1,Is Dark Salmon the maximum?,1,hbar_categorical,categorical_maximum
415,34,2,Is Dark Salmon less than Dark Gold?,0,hbar_categorical,categorical_less_than
416,34,5,Is Blue the high median?,0,hbar_categorical,categorical_high_median
417,52,3,Is Medium Purple greater than Brown?,0,hbar_categorical,categorical_greater_than
418,52,4,Is Royal Blue the low median?,1,hbar_categorical,categorical_low_median
419,4017,12,Is Green Yellow less than Steel Blue?,0,dot_line,continuous_less_than
420,4017,13,Is Pale Green greater than Steel Blue?,1,dot_line,continuous_greater_than
421,4017,8,Is Steel Blue the smoothest?,0,dot_line,continuous_smoothest
422,4017,10,Does Dark Gold have the lowest value?,1,dot_line,continuous_global_minimum
423,4017,11,Does Steel Blue have the highest value?,0,dot_line,continuous_global_maximum
424,45,4,Is Dark Turquoise the low median?,0,hbar_categorical,categorical_low_median
425,45,0,Is Dark Turquoise the minimum?,0,hbar_categorical,categorical_minimum
426,16017,4,Is Dark Turquoise the low median?,0,hbar_categorical,categorical_low_median
427,16017,0,Is Dark Turquoise the minimum?,1,hbar_categorical,categorical_minimum
428,16017,1,Is Gold the maximum?,0,hbar_categorical,categorical_maximum
429,16017,3,Is Tomato greater than Gold?,0,hbar_categorical,categorical_greater_than
430,16017,1,Is Violet Red the maximum?,1,hbar_categorical,categorical_maximum
431,4044,0,Is Web Purple the minimum?,1,vbar_categorical,categorical_minimum
432,4044,1,Is Slate the maximum?,1,vbar_categorical,categorical_maximum
433,4044,4,Is Cadet Blue the low median?,0,vbar_categorical,categorical_low_median
434,4044,5,Is Web Purple the high median?,0,vbar_categorical,categorical_high_median
435,4044,1,Is Cadet Blue the maximum?,0,vbar_categorical,categorical_maximum
436,16022,4,Is Burlywood the low median?,0,pie,categorical_low_median
437,16022,2,Is Violet less than Dark Cyan?,1,pie,categorical_less_than
438,16022,2,Is Dark Cyan less than Violet?,0,pie,categorical_less_than
439,16022,0,Is Violet the minimum?,0,pie,categorical_minimum
440,16022,3,Is Violet greater than Dark Cyan?,0,pie,categorical_greater_than
441,4016,13,Is Dark Gray greater than Dark Seafoam?,0,line,continuous_greater_than
442,4016,10,Does Dark Seafoam have the lowest value?,0,line,continuous_global_minimum
443,4016,6,Does Teal have the minimum area under the curve?,1,line,continuous_minimum_auc
444,4016,9,Is Indian Red the roughest?,1,line,continuous_roughest
445,4016,12,Is Teal less than Light Sky Blue?,1,line,continuous_less_than
446,16042,11,Does Dark Gold have the highest value?,1,dot_line,continuous_global_maximum
447,16042,10,Does Medium Aqua have the lowest value?,1,dot_line,continuous_global_minimum
448,16042,8,Is Dark Gold the smoothest?,1,dot_line,continuous_smoothest
449,16042,10,Does Dark Gold have the lowest value?,0,dot_line,continuous_global_minimum
450,16042,14,Does Dark Gold intersect Medium Aqua?,1,dot_line,continuous_intersect
451,16045,5,Is Dark Slate the high median?,0,pie,categorical_high_median
452,16045,0,Is Burlywood the minimum?,1,pie,categorical_minimum
453,4046,4,Is Web Purple the low median?,0,pie,categorical_low_median
454,4046,4,Is Dark Seafoam the low median?,1,pie,categorical_low_median
455,8052,0,Is Mint the minimum?,1,vbar_categorical,categorical_minimum
456,8052,3,Is Dark Seafoam greater than Violet?,0,vbar_categorical,categorical_greater_than
457,8052,2,Is Violet less than Dark Seafoam?,0,vbar_categorical,categorical_less_than
458,8052,4,Is Mint the low median?,0,vbar_categorical,categorical_low_median
459,8052,4,Is Indigo the low median?,1,vbar_categorical,categorical_low_median
460,39,8,Is Medium Blue the smoothest?,0,dot_line,continuous_smoothest
461,39,13,Is Seafoam greater than Maroon?,1,dot_line,continuous_greater_than
462,39,13,Is Dark Green greater than Maroon?,0,dot_line,continuous_greater_than
463,8017,10,Does Dark Orchid have the lowest value?,0,dot_line,continuous_global_minimum
464,8017,7,Does Dark Blue have the maximum area under the curve?,0,dot_line,continuous_maximum_auc
465,8017,6,Does Peru have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
466,8017,11,Does Dark Orchid have the highest value?,1,dot_line,continuous_global_maximum
467,8017,9,Is Dark Blue the roughest?,0,dot_line,continuous_roughest
468,12053,0,Is Peru the minimum?,1,hbar_categorical,categorical_minimum
469,12053,1,Is Bubblegum the maximum?,0,hbar_categorical,categorical_maximum
470,12053,2,Is Tomato less than Bubblegum?,0,hbar_categorical,categorical_less_than
471,12053,5,Is Bubblegum the high median?,1,hbar_categorical,categorical_high_median
472,12053,4,Is Dark Gold the low median?,0,hbar_categorical,categorical_low_median
473,12013,0,Is Indigo the minimum?,0,vbar_categorical,categorical_minimum
474,12013,3,Is Indigo greater than Dark Periwinkle?,1,vbar_categorical,categorical_greater_than
475,12013,0,Is Dark Periwinkle the minimum?,1,vbar_categorical,categorical_minimum
476,12013,1,Is Teal the maximum?,1,vbar_categorical,categorical_maximum
477,12013,5,Is Teal the high median?,0,vbar_categorical,categorical_high_median
478,8051,8,Is Turquoise the smoothest?,1,dot_line,continuous_smoothest
479,8051,10,Does Medium Purple have the lowest value?,1,dot_line,continuous_global_minimum
480,8051,8,Is Pale Green the smoothest?,0,dot_line,continuous_smoothest
481,8051,7,Does Orange Red have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
482,8051,10,Does Orange Red have the lowest value?,0,dot_line,continuous_global_minimum
483,8006,4,Is Magenta the low median?,1,pie,categorical_low_median
484,8006,3,Is Dark Gray greater than Magenta?,1,pie,categorical_greater_than
485,12037,7,Does Salmon have the maximum area under the curve?,0,line,continuous_maximum_auc
486,12037,11,Does Tan have the highest value?,1,line,continuous_global_maximum
487,12037,6,Does Tan have the minimum area under the curve?,0,line,continuous_minimum_auc
488,12037,7,Does Tan have the maximum area under the curve?,1,line,continuous_maximum_auc
489,12037,14,Does Tan intersect Dark Gray?,1,line,continuous_intersect
490,16044,3,Is Dark Olive greater than Light Coral?,0,vbar_categorical,categorical_greater_than
491,16044,3,Is Light Coral greater than Dark Olive?,1,vbar_categorical,categorical_greater_than
492,4035,4,Is Tomato the low median?,1,hbar_categorical,categorical_low_median
493,4035,1,Is Bubblegum the maximum?,0,hbar_categorical,categorical_maximum
494,4035,3,Is Bubblegum greater than Midnight Blue?,0,hbar_categorical,categorical_greater_than
495,4035,4,Is Steel Blue the low median?,0,hbar_categorical,categorical_low_median
496,4035,0,Is Bubblegum the minimum?,0,hbar_categorical,categorical_minimum
497,25,0,Is Violet Red the minimum?,0,hbar_categorical,categorical_minimum
498,25,4,Is Cyan the low median?,0,hbar_categorical,categorical_low_median
499,25,3,Is Medium Aqua greater than Violet Red?,1,hbar_categorical,categorical_greater_than
500,25,5,Is Violet Red the high median?,1,hbar_categorical,categorical_high_median
501,25,1,Is Medium Aqua the maximum?,1,hbar_categorical,categorical_maximum
502,12021,4,Is Orange the low median?,0,hbar_categorical,categorical_low_median
503,12021,2,Is Medium Blue less than Dark Salmon?,1,hbar_categorical,categorical_less_than
504,12021,5,Is Steel Blue the high median?,0,hbar_categorical,categorical_high_median
505,12021,0,Is Medium Blue the minimum?,0,hbar_categorical,categorical_minimum
506,12021,1,Is Dark Salmon the maximum?,1,hbar_categorical,categorical_maximum
507,4053,12,Is Dark Gray less than Deep Pink?,1,line,continuous_less_than
508,4053,14,Does Dark Gray intersect Deep Pink?,0,line,continuous_intersect
509,4053,13,Is Light Sky Blue greater than Mint?,0,line,continuous_greater_than
510,12053,0,Is Bubblegum the minimum?,0,hbar_categorical,categorical_minimum
511,12053,3,Is Bubblegum greater than Tomato?,0,hbar_categorical,categorical_greater_than
512,16026,0,Is Light Salmon the minimum?,1,vbar_categorical,categorical_minimum
513,16026,4,Is Light Sky Blue the low median?,0,vbar_categorical,categorical_low_median
514,42,3,Is Indian Red greater than Tan?,1,pie,categorical_greater_than
515,42,1,Is Tan the maximum?,0,pie,categorical_maximum
516,42,0,Is Indian Red the minimum?,0,pie,categorical_minimum
517,42,4,Is Dark Gray the low median?,1,pie,categorical_low_median
518,42,2,Is Tan less than Indian Red?,1,pie,categorical_less_than
519,8034,3,Is Dim Gray greater than Yellow Green?,1,pie,categorical_greater_than
520,8008,8,Is Dark Orange the smoothest?,0,dot_line,continuous_smoothest
521,8008,12,Is Dark Green less than Light Gold?,1,dot_line,continuous_less_than
522,8008,6,Does Dark Green have the minimum area under the curve?,1,dot_line,continuous_minimum_auc
523,8008,7,Does Coral have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
524,8008,11,Does Light Gold have the highest value?,1,dot_line,continuous_global_maximum
525,12011,1,Is Slate the maximum?,0,pie,categorical_maximum
526,12011,4,Is Tan the low median?,1,pie,categorical_low_median
527,12011,0,Is Slate the minimum?,0,pie,categorical_minimum
528,12011,5,Is Medium Mint the high median?,0,pie,categorical_high_median
529,12011,2,Is Slate less than Tan?,0,pie,categorical_less_than
530,4049,3,Is Dark Slate greater than Tan?,0,vbar_categorical,categorical_greater_than
531,4049,4,Is Teal the low median?,1,vbar_categorical,categorical_low_median
532,4049,0,Is Tan the minimum?,0,vbar_categorical,categorical_minimum
533,4049,1,Is Slate the maximum?,1,vbar_categorical,categorical_maximum
534,4049,0,Is Dark Slate the minimum?,1,vbar_categorical,categorical_minimum
535,12028,8,Is Royal Blue the smoothest?,0,dot_line,continuous_smoothest
536,12028,13,Is Blue Violet greater than Maroon?,1,dot_line,continuous_greater_than
537,12028,9,Is Green Yellow the roughest?,1,dot_line,continuous_roughest
538,12028,14,Does Blue Violet intersect Green Yellow?,1,dot_line,continuous_intersect
539,12028,12,Is Royal Blue less than Blue Violet?,1,dot_line,continuous_less_than
540,27,14,Does Dark Orange intersect Orchid?,1,dot_line,continuous_intersect
541,27,13,Is Dark Orange greater than Cornflower?,1,dot_line,continuous_greater_than
542,16039,6,Does Dark Green have the minimum area under the curve?,0,dot_line,continuous_minimum_auc
543,16039,9,Is Dark Green the roughest?,0,dot_line,continuous_roughest
544,16039,14,Does Light Gold intersect Medium Purple?,1,dot_line,continuous_intersect
545,16050,1,Is Navy Blue the maximum?,0,pie,categorical_maximum
546,16050,4,Is Dark Slate the low median?,0,pie,categorical_low_median
547,12017,5,Is Medium Periwinkle the high median?,0,vbar_categorical,categorical_high_median
548,12017,0,Is Medium Periwinkle the minimum?,1,vbar_categorical,categorical_minimum
549,12017,5,Is Hot Pink the high median?,1,vbar_categorical,categorical_high_median
550,12017,0,Is Black the minimum?,0,vbar_categorical,categorical_minimum
551,12017,1,Is Yellow Green the maximum?,1,vbar_categorical,categorical_maximum
552,43,5,Is Purple the high median?,0,hbar_categorical,categorical_high_median
553,43,0,Is Steel Blue the minimum?,0,hbar_categorical,categorical_minimum
554,40,13,Is Red greater than Brown?,1,dot_line,continuous_greater_than
555,40,10,Does Medium Seafoam have the lowest value?,0,dot_line,continuous_global_minimum
556,40,14,Does Light Slate intersect Medium Seafoam?,0,dot_line,continuous_intersect
557,40,11,Does Light Slate have the highest value?,0,dot_line,continuous_global_maximum
558,40,12,Is Red less than Orange Red?,0,dot_line,continuous_less_than
559,4029,14,Does Olive intersect Peru?,0,dot_line,continuous_intersect
560,4029,10,Does Olive have the lowest value?,1,dot_line,continuous_global_minimum
561,4029,12,Is Olive less than Peru?,1,dot_line,continuous_less_than
562,4029,14,Does Periwinkle intersect Blue Violet?,1,dot_line,continuous_intersect
563,4029,7,Does Peru have the maximum area under the curve?,1,dot_line,continuous_maximum_auc
